distrito,agrupacion,candidato,categoria
Catamarca,ALIANZA FRENTE CIVICO Y SOCIAL,"3 - Diaz, Ursula Ornella",Diputados Nacionales
Catamarca,FRENTE PARA LA VICTORIA,"1 - Tomassi, Nestor Nicolas",Diputados Nacionales
Catamarca,FRENTE PARA LA VICTORIA,"2 - Moreta, Silvia Luz",Diputados Nacionales
Catamarca,FRENTE PARA LA VICTORIA,"3 - Gutierrez, Victor Octavio",Diputados Nacionales
Catamarca,FRENTE TERCERA POSICION - UNIDAD CATAMARQUEÑA,"1 - Barrionuevo, Jose Luis",Diputados Nacionales
Catamarca,FRENTE TERCERA POSICION - UNIDAD CATAMARQUEÑA,"2 - Moro Gradis, Del Valle",Diputados Nacionales
Catamarca,FRENTE TERCERA POSICION - UNIDAD CATAMARQUEÑA,"3 - Bustamante, Claudio David",Diputados Nacionales
Catamarca,OBRERO,"1 - Lopez, Ariel Antonio",Diputados Nacionales
Catamarca,OBRERO,"2 - Sosa, Sonia Juana",Diputados Nacionales
Catamarca,OBRERO,"3 - Moreno, Maria Estela",Diputados Nacionales
Chaco,DEL OBRERO,"1 - Garcia, Aldo Gabriel",Senadores Nacionales
Chaco,DEL OBRERO,"1 - Esquivel, Jorge Alberto",Diputados Nacionales
Chaco,DEL OBRERO,"2 - Gauna, Gisela Carolina",Senadores Nacionales
Chaco,DEL OBRERO,"2 - Gomez, Rocio Griselda",Diputados Nacionales
Chaco,DEL OBRERO,"3 - Pereyra, Eduardo Eloy",Diputados Nacionales
Chaco,DEL OBRERO,"4 - Deniz, Oscar Humberto",Diputados Nacionales
Chaco,FRENTE PARA LA VICTORIA,"1 - Aguilar, Eduardo Alberto",Senadores Nacionales
Chaco,FRENTE PARA LA VICTORIA,"1 - Pedrini, Juan Manuel",Diputados Nacionales
Chaco,FRENTE PARA LA VICTORIA,"2 - Pilatti Vergara, Maria Ines P.E.",Senadores Nacionales
Chaco,FRENTE PARA LA VICTORIA,"2 - Mendoza, Sandra Marcela",Diputados Nacionales
Chaco,FRENTE PARA LA VICTORIA,"3 - Martinez Campos, Gustavo J.E.",Diputados Nacionales
Chaco,FRENTE PARA LA VICTORIA,"4 - Chomiak, Maria Luisa",Diputados Nacionales
Chaco,UNION POR CHACO,"1 - Rozas, Angel",Senadores Nacionales
Chaco,UNION POR CHACO,"1 - Tejedor, Miguel",Diputados Nacionales
Chaco,UNION POR CHACO,"2 - Gonzalez, Delia",Senadores Nacionales
Chaco,UNION POR CHACO,"2 - Terada, Alicia",Diputados Nacionales
Chaco,UNION POR CHACO,"3 - Veleff, Adrian",Diputados Nacionales
Chaco,UNION POR CHACO,"4 - Salgado, Marcelo",Diputados Nacionales
Chubut,COALICION CIVICA-AFIRMACION PARA UNA REPUBLICA IGUALITARIA -ARI,"1 - Reinoso, Carlos Omar",Diputados Nacionales
Chubut,COALICION CIVICA-AFIRMACION PARA UNA REPUBLICA IGUALITARIA -ARI,"2 - Bruni, Dora Rosa",Diputados Nacionales
Chubut,DE ACCION CHUBUTENSE,"1 - Das Neves, Mario",Diputados Nacionales
Chubut,DE ACCION CHUBUTENSE,"2 - Lagoria, Elia Nelly",Diputados Nacionales
Chubut,FRENTE PARA LA VICTORIA,"1 - Yahuar, Norberto Gustavo",Diputados Nacionales
Chubut,FRENTE PARA LA VICTORIA,"2 - Navarro, Viviana Elizabeth",Diputados Nacionales
Chubut,MOVIMIENTO POLO SOCIAL - LA TERCERA POSICION,"1 - Petersen, Osacar",Diputados Nacionales
Chubut,MOVIMIENTO POLO SOCIAL - LA TERCERA POSICION,"2 - Aguilar, Claudia",Diputados Nacionales
Chubut,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"1 - Muñoz, Susana Alicia",Diputados Nacionales
Chubut,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,"2 - Antillanca, Cesar Rolando",Diputados Nacionales
Chubut,UNION CIVICA RADICAL,"1 - Conde, Eduardo Jose",Diputados Nacionales
Chubut,UNION CIVICA RADICAL,"2 - Conde, Marisa Fabiana",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"1 - Lozano, Claudio Raul",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"1 - Hagman, Itai",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"2 - Pok, Cynthia",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"2 - Parada, Liliana Beatriz",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"3 - Kordon, Diana Ruth",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"4 - Campeni, Gustavo Luis",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"5 - Flores, Jaquelina Andrea",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"6 - Brugo Marco, Nina Isabel",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"7 - Iommi, Martin Andres",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"8 - Chuffardi, Romina Florencia",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"9 - Rocha, Guillermo Juan",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"10 - March Rios, Nahuel",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"11 - Horovitz, Teresa",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"12 - Fernandez Peychaux, Santiago Nicolas",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA CAMINO POPULAR,"13 - Tocco Basualdo, Fernando Daniel",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"1 - Gomez, Norma Susana",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"2 - Lacour, Miguel Angel",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"3 - Aquino, Celia Florinda",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"3 - Prignano, Rafaella",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"4 - Carrizo, Ezequiel Antonio",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"5 - Calleri De Gennaro, Teresa Lucia",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"6 - Arslanian, Marco Antonio",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"7 - Diaz, Mirta Del Carmen",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"8 - Aquino, Celia Florinda",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"9 - Valloud, Ariel Hernan",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"10 - Baez, Norma Beatriz",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"11 - Zarate, Mario Enrique",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"12 - Orrico, Jose Luis",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA COMPROMISO FEDERAL,"13 - Torres, Rosana Fernanda",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Dellecarbonara, Claudio",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Altamira, Jorge (Jose Wermus)",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Biasi, Vanina",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - D´Atri, Andrea",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"3 - Castillo, Jose",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"4 - Solano, Gabriel",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"5 - Navarro Palacios, Alicia",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"6 - Martinez, Diego",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"7 - Gandara, Santiago",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"8 - Wainberg, Jennifer Laila",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"9 - Marrone, Laura",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"10 - Schofrin, Ruben",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"11 - Platkowski, Carlos",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"12 - Garcia, Juliana",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"13 - Eibuszyc, Pablo",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"1 - Solanas, Fernando Ezequiel",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"1 - Carrió, Elisa María Avelina",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"2 - Reyes, María Fernanda",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"2 - Lousteau, Martín",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"3 - Sanchez, Fernando",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"4 - Carrizo, Ana Carla",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"5 - Argumedo, Alcira Susana",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"6 - Raffo, Julio César Antonio",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"7 - Ramos, Adrián Horacio",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"8 - Gomez, Verónica María",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"9 - Gamez, Raúl Héctor",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"10 - Mazzitelli, Mario Francisco",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"11 - Bruk, Verónica Laura",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"12 - Maccione, Carolina Antonia",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNEN,"13 - Herrero, Félix",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"1 - Michetti, Marta Gabriela",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"1 - Bergman, Sergio",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"2 - Santilli, Diego Cesar",Senadores Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"2 - Sturzenegger, Federico Adolfo",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"3 - Alonso, Laura",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"4 - Triaca, Alberto Jorge",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"5 - Majdalani, Silvia Cristina",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"6 - Gonzalez, Alvaro Gustavo",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"7 - Patiño, Jose Luis",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"8 - Saya, Lidia Noemi",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"9 - Conesa, Eduardo Raul",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"10 - Pompeo, Fulvio Valerio",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"11 - Besada, Alicia Irma",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"12 - Lopardo, Maria Paula",Diputados Nacionales
Ciudad de Buenos Aires,ALIANZA UNION PRO,"13 - Sorgente, Marcelo Adolfo",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"1 - Sallustio, Sergio Adrian",Senadores Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"1 - Zamora, Luis Fernando",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"2 - Paul, Cecilia Samanta",Senadores Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"2 - Martinez, Marta Jacqueline",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"3 - Iacobacci, Mariano Nicolas",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"4 - Parra, Adriano Andres",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"5 - Magdalena, Maria Laura",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"6 - Mantova, Adriano Paolo",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"7 - Lucero, Daniel Alberto",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"8 - Sorrentino, Mariana Cecilia",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"9 - Selmo, Carlos",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"10 - Passano, Susana Rosa",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"11 - Benitez Escurra, Hugo Marcial",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"12 - Benitez, Maria De La Paz",Diputados Nacionales
Ciudad de Buenos Aires,AUTODETERMINACION Y LIBERTAD,"13 - Bustos, Luis Daniel",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"1 - Filmus, Daniel Fernando",Senadores Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"1 - Cabandié, Juan",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"2 - Español, Paula Irene",Senadores Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"2 - Mazure, Liliana",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"3 - Heller, Carlos Salomón",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"4 - Forster, Ricardo",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"5 - Montenegro, Hilda Victoria",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"6 - Freyre, Alejandro Daniel",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"7 - O'dezaille, Juan Pablo",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"8 - Valenziano, Zunilda Rosa",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"9 - Amor, Angel Armando Alejandro",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"10 - Achile, Marcelo Rodolfo",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"11 - Lister, Carolina Ana",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"12 - Grasi Y Susini, Estanislao",Diputados Nacionales
Ciudad de Buenos Aires,FRENTE PARA LA VICTORIA,"13 - Aldana, Humberto Cristian",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"1 - Olivero, María Liliana",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"2 - Puddu, Ángel Hernán",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"3 - Salas, Eduardo Pedro",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"4 - Parola, María Patricia",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"5 - Celli, Leticia",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"6 - Navarro, Jorge Luis",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"7 - Peressini, Jorge Ezequiel",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"8 - Guazzaroni, Erica María",Diputados Nacionales
Córdoba,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,"9 - Frencia, Cintia Mariel",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"1 - Martinez Carignano, Ernesto Félix",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"2 - Yawny, Viviana Andrea",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"3 - Gispert, Walter Oscar",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"4 - Cabrera Fasolis, Betiana Georgina",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"5 - Machado, Carlos Fernando",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"6 - Echevarria, Luciana Gabriela",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"7 - Giuliani, Juan Carlos",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"8 - Soardo, Leonor Jorgelina",Diputados Nacionales
Córdoba,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL,"9 - Dabbene, José María",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"1 - Schiaretti, Juan",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"2 - Rossi, Blanca Araceli",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"3 - Caserio, Carlos Alberto",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"4 - Llaryora, Martín Miguel",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"5 - Brezzo, María Eugenia",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"7 - Bruno, Edgar David",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"8 - Viola, María José",Diputados Nacionales
Córdoba,ALIANZA UNIÓN POR CÓRDOBA,"9 - Pascual, Marcelo Rafael",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"1 - Baldassi, Héctor Walter",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"2 - Rodríguez Machado, Laura Elena",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"3 - Roulet, Néstor Eduardo",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"4 - Pazo, Jorge Daniel",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"5 - Monassa, Marcela Raquel",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"6 - Capitani, Darío Gustavo",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"7 - Dellarossa, Pedro Gustavo",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"8 - Zambrano, Valeria Fernanda",Diputados Nacionales
Córdoba,ALIANZA UNIÓN PRO,"9 - Campra, Guillermo",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"1 - Cucui, Roberto Juan",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"2 - Arrieta, Vilma Guadalupe",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"3 - Vocos, José Ignacio",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"4 - Martínez Villada, Leonor María",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"5 - Fernández, Eduardo Manuel",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"6 - Martínez, María Isabel",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"7 - Cepeda, Walter Alejandro",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"8 - Pineda, Mirta Noemí",Diputados Nacionales
Córdoba,COALICIÓN CÍVICA - ARI,"9 - Villagran, Miguel Ángel",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"1 - Marcone, María Rosa",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"2 - Audero, Lorenzo Néstor",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"3 - Scala, Jorge Rafael",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"4 - Breda, Elva Catalina",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"5 - Carballo, Pablo Marcos Rafael",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"6 - Rossi, Antonio Adolfo",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"7 - Rigalt, María Cecilia",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"8 - Rodriguez, Lorenzo",Diputados Nacionales
Córdoba,ENCUENTRO VECINAL CÓRDOBA,"9 - Sánchez, Ezequiel Gonzalo",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"1 - Scotto, Silvia Carolina",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"2 - Gill, Martín Rodrigo",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"3 - Bernabey, Ramón Ernesto",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"4 - Estevez, Gabriela Beatriz",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"5 - Pereyra, Juan Manuel Enrique",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"6 - Guzmán, Andrés Ernesto",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"7 - Dal Bo, Sandra Leda",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"8 - Ernández, Gabriel Germán",Diputados Nacionales
Córdoba,FRENTE PARA LA VICTORIA,"9 - Amante, Marcos Patricio Moisés",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"1 - Aguad, Oscar Raúl",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"2 - Carrizo, María Soledad",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"3 - Mestre, Diego Matías",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"4 - Bellocq, Gerardo Alberto",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"5 - Austin, Brenda Lis",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"6 - Giraudo, Marco Antonio",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"7 - Oviedo, Daniel Fernando",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"8 - Cagnotti, Silvia Margot",Diputados Nacionales
Córdoba,UNIÓN CÍVICA RADICAL,"9 - Rujinsky, Juan Pablo",Diputados Nacionales
Córdoba,VECINALISMO INDEPENDIENTE,"1 - Riutort, Olga Elena",Diputados Nacionales
Córdoba,VECINALISMO INDEPENDIENTE,"2 - Delbono, Daniel Nicolás",Diputados Nacionales
